timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks.current.graphics [MHz], clocks_event_reasons.active
2026/09/14 05:33:20.528, 61, 249.50 W, 250.00 W, 95 %, 6810 MiB, 69 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 05:33:50.529, 59, 238.85 W, 250.00 W, 99 %, 6810 MiB, 69 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 05:34:20.532, 59, 239.10 W, 250.00 W, 95 %, 6810 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:34:50.533, 60, 248.34 W, 250.00 W, 99 %, 6810 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 05:35:20.535, 60, 249.68 W, 250.00 W, 95 %, 6810 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 05:35:50.539, 59, 248.91 W, 250.00 W, 96 %, 6810 MiB, 70 %, 3, 1455 MHz, 0x0000000000000000
2026/09/14 05:36:20.543, 60, 244.15 W, 250.00 W, 95 %, 6810 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:36:50.545, 60, 240.74 W, 250.00 W, 96 %, 6810 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:37:20.548, 60, 244.42 W, 250.00 W, 95 %, 6810 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 05:37:50.551, 61, 245.29 W, 250.00 W, 95 %, 6810 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:38:20.553, 60, 244.66 W, 250.00 W, 99 %, 6810 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 05:38:50.556, 60, 238.80 W, 250.00 W, 95 %, 6810 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 05:39:20.559, 60, 244.57 W, 250.00 W, 96 %, 6810 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:39:50.561, 57, 126.87 W, 250.00 W, 1 %, 6818 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:40:20.563, 55, 204.65 W, 250.00 W, 0 %, 7174 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:40:51.065, 56, 171.36 W, 250.00 W, 91 %, 7174 MiB, 69 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 05:41:21.068, 56, 218.91 W, 250.00 W, 83 %, 7174 MiB, 68 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 05:41:51.070, 56, 239.01 W, 250.00 W, 99 %, 7192 MiB, 67 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:42:21.073, 59, 255.16 W, 250.00 W, 95 %, 7192 MiB, 67 %, 3, 1170 MHz, 0x0000000000000004
2026/09/14 05:42:51.076, 59, 242.09 W, 250.00 W, 95 %, 7192 MiB, 67 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 05:43:21.078, 60, 245.03 W, 250.00 W, 95 %, 7192 MiB, 68 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:43:51.080, 59, 237.56 W, 250.00 W, 95 %, 7192 MiB, 68 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:44:21.082, 60, 248.07 W, 250.00 W, 95 %, 7192 MiB, 68 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 05:44:51.085, 61, 241.22 W, 250.00 W, 95 %, 7192 MiB, 68 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 05:45:21.088, 61, 246.50 W, 250.00 W, 100 %, 7192 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:45:51.090, 61, 242.41 W, 250.00 W, 100 %, 7192 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:46:21.092, 61, 246.14 W, 250.00 W, 94 %, 7192 MiB, 69 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 05:46:51.095, 60, 252.43 W, 250.00 W, 95 %, 7192 MiB, 69 %, 3, 810 MHz, 0x0000000000000004
2026/09/14 05:47:21.097, 61, 246.81 W, 250.00 W, 98 %, 7192 MiB, 69 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 05:47:51.100, 61, 246.04 W, 250.00 W, 96 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 05:48:21.102, 61, 243.53 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:48:51.104, 60, 241.33 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:49:21.107, 60, 238.73 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 05:49:51.109, 60, 243.87 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 05:50:21.112, 60, 237.50 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:50:51.114, 59, 236.66 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 05:51:21.117, 60, 242.28 W, 250.00 W, 92 %, 7192 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 05:51:51.120, 59, 243.77 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:52:21.123, 61, 251.07 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:52:51.126, 60, 237.92 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 05:53:21.128, 60, 237.52 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:53:51.130, 60, 237.87 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:54:21.133, 60, 241.63 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 05:54:51.135, 60, 238.57 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 05:55:21.141, 61, 245.37 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:55:51.143, 60, 245.01 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 05:56:21.145, 61, 248.60 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 05:56:51.148, 60, 241.58 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:57:21.151, 60, 243.02 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 05:57:51.153, 60, 249.09 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:58:21.156, 59, 233.90 W, 250.00 W, 91 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:58:51.158, 59, 228.96 W, 250.00 W, 84 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 05:59:21.164, 59, 238.82 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 05:59:51.166, 60, 244.12 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:00:21.168, 59, 246.00 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:00:51.171, 60, 244.65 W, 250.00 W, 93 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:01:21.173, 61, 244.06 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 06:01:51.176, 60, 237.26 W, 250.00 W, 97 %, 7192 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 06:02:21.177, 60, 241.35 W, 250.00 W, 98 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 06:02:51.179, 61, 245.71 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 06:03:21.186, 60, 245.95 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 06:03:51.189, 61, 246.13 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 06:04:21.191, 60, 233.23 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:04:51.193, 60, 239.13 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:05:21.196, 61, 242.92 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1485 MHz, 0x0000000000000000
2026/09/14 06:05:51.199, 60, 242.26 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:06:21.201, 61, 249.38 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 06:06:51.204, 59, 239.54 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:07:21.208, 59, 240.18 W, 250.00 W, 97 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:07:51.210, 60, 248.93 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:08:21.212, 61, 248.05 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:08:51.215, 60, 240.29 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 06:09:21.218, 60, 244.24 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 06:09:51.221, 60, 244.15 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:10:21.223, 61, 248.31 W, 250.00 W, 94 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 06:10:51.226, 60, 241.17 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 06:11:21.228, 61, 246.30 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 06:11:51.231, 60, 241.77 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:12:21.233, 60, 243.78 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:12:51.236, 60, 243.39 W, 250.00 W, 100 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:13:21.238, 60, 245.65 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 06:13:51.241, 61, 245.23 W, 250.00 W, 95 %, 7192 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 06:14:21.243, 60, 244.98 W, 250.00 W, 98 %, 7192 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 06:14:51.245, 60, 242.72 W, 250.00 W, 99 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 06:15:21.247, 60, 239.79 W, 250.00 W, 96 %, 7192 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 06:15:51.250, 55, 178.88 W, 250.00 W, 63 %, 7192 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:16:21.253, 56, 197.32 W, 250.00 W, 85 %, 7192 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:16:51.255, 52, 154.59 W, 250.00 W, 0 %, 7192 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:17:21.257, 56, 241.34 W, 250.00 W, 99 %, 7194 MiB, 68 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 06:17:51.259, 58, 241.46 W, 250.00 W, 93 %, 7194 MiB, 68 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:18:21.262, 60, 243.46 W, 250.00 W, 94 %, 7194 MiB, 68 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 06:18:51.264, 60, 227.58 W, 250.00 W, 100 %, 7194 MiB, 68 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 06:19:21.266, 60, 244.09 W, 250.00 W, 94 %, 7194 MiB, 68 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:19:51.269, 61, 246.75 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:20:21.271, 62, 257.28 W, 250.00 W, 98 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:20:51.274, 60, 243.17 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:21:21.276, 62, 246.64 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 06:21:51.279, 60, 238.90 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:22:21.281, 60, 247.12 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 06:22:51.283, 60, 238.99 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 06:23:21.286, 61, 248.60 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:23:51.288, 60, 242.61 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 06:24:21.290, 60, 242.12 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 06:24:51.293, 59, 247.23 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:25:21.295, 60, 239.28 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 06:25:51.298, 61, 244.59 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:26:21.300, 60, 241.89 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:26:51.303, 60, 244.65 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 06:27:21.305, 61, 240.75 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:27:51.307, 62, 257.05 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 525 MHz, 0x0000000000000004
2026/09/14 06:28:21.310, 61, 245.35 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:28:51.322, 60, 243.63 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:29:21.325, 61, 245.09 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 06:29:51.327, 60, 243.49 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 06:30:21.330, 60, 238.82 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 06:30:51.332, 61, 246.64 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 06:31:21.335, 61, 246.64 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:31:51.337, 60, 250.24 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000000
2026/09/14 06:32:21.339, 60, 247.93 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 06:32:51.342, 60, 249.32 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 06:33:21.344, 60, 241.07 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:33:51.346, 59, 232.72 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:34:21.349, 60, 242.46 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 06:34:51.351, 58, 244.02 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 06:35:21.353, 60, 243.04 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 06:35:51.355, 60, 250.48 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:36:21.358, 59, 236.82 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:36:51.360, 61, 245.80 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 06:37:21.362, 60, 240.28 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 06:37:51.365, 60, 250.25 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1425 MHz, 0x0000000000000000
2026/09/14 06:38:21.367, 60, 237.22 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:38:51.369, 61, 243.74 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 06:39:21.372, 60, 236.37 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:39:51.374, 60, 247.56 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:40:21.376, 60, 246.63 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:40:51.377, 60, 241.20 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:41:21.380, 61, 246.17 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:41:51.382, 61, 245.74 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:42:21.384, 60, 245.96 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 06:42:51.386, 60, 247.47 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:43:21.388, 61, 249.75 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:43:51.390, 61, 246.96 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:44:21.392, 61, 244.70 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 06:44:51.395, 61, 244.44 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 06:45:21.398, 60, 237.10 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:45:51.401, 60, 239.96 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:46:21.403, 60, 241.48 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:46:51.406, 60, 242.49 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 06:47:21.408, 61, 246.18 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:47:51.411, 60, 238.69 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 06:48:21.414, 60, 239.46 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:48:51.416, 60, 242.31 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 06:49:21.418, 61, 247.17 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 06:49:51.421, 60, 240.56 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
