crop,split,group,corr,tilt
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0270_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0274_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0278_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0282_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0286_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0290_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0294_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0300_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0312_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0324_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0326_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0328_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0330_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0332_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0334_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0420_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0480_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0492_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0508_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0512_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0516_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0520_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0524_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0528_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0532_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0536_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0540_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0542_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0640_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0644_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0648_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0652_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0656_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0660_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0668_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0704_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0708_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0712_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0716_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0728_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0840_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f0990_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1230_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1270_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1330_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1340_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1740_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1780_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1790_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1890_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f1966_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2006_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2032_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2048_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2066_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2076_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2080_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2084_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2086_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2088_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2090_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2096_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2120_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2124_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2126_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2128_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2130_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2132_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2138_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2142_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2146_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2250_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2258_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2270_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2280_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2284_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2288_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2292_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2296_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2322_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2324_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2326_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2328_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2330_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2332_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2334_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2336_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2400_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2430_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2460_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2550_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2552_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2558_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2576_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2580_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2582_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2584_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2586_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2588_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2592_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2596_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2600_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2604_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2648_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2652_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2656_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2664_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2670_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2674_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2678_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2682_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2696_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2726_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2730_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2734_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2748_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2752_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2790_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2820_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f2940_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3076_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3084_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3092_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3100_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3104_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3108_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3180_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a10_f3203_c0.jpg,train,NOMAD Actor001_a10,0.5389,비스듬_아래큼
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0001_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0090_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0092_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0094_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0096_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0098_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0100_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0140_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0144_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0148_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0152_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0156_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0160_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0164_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0168_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0172_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0176_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0260_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0264_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0268_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0292_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0298_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0304_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0310_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0314_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0318_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0322_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0326_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0380_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0384_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0388_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0392_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0396_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0400_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0480_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0520_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0524_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0528_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0532_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0536_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0540_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0574_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0576_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0578_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0580_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0582_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0584_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0588_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0592_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0640_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0648_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0656_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0660_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0664_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0668_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
data/det_fov/nomad_actor01_10/images/train/Actor001_a30_f0672_c0.jpg,train,NOMAD Actor001_a30,0.0637,수직하향
